"movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score"
"Teenage Mutant Ninja Turtles II: The Secret of the Ooze ",88,"Michael Pressman",34,"Kevin Nash",642,"Paige Turco",533,"Ernie Reyes Jr.",445,68,93,42765,2501,0,"chop socky|mutant|ninja|shredder|turtle",0,"Color","Action|Adventure|Comedy|Family|Sci-Fi",1991,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0103060/?ref_=fn_tt_tt_1",78656813,2.5e+07,6
"Rock Star ",105,"Stephen Herek",65,"Beth Grant",628,"Dagmara Dominczyk",316,"Matthew Glave",108,107,191,34592,1265,0,"cover band|fired from a job|heavy metal|rock star|tribute band",0,"Color","Drama|Music",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0202470/?ref_=fn_tt_tt_1",16991902,5.7e+07,6.2
"Without Limits ",117,"Robert Towne",162,"Billy Burke",2000,"Monica Potter",878,"Billy Crudup",745,28,57,5841,4351,942,"car crash|coach|death|oregon|university of oregon",0,"Color","Biography|Drama|Sport",1998,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0119934/?ref_=fn_tt_tt_1",777423,2.5e+07,7.2
"World Trade Center ",129,"Oliver Stone",0,"Nicolas Cage",12000,"Jay Hernandez",1000,"Armando Riesco",625,242,564,67395,14421,0,"based on true story|police|rescue|rubble|trapped",0,"Color","Drama|History|Thriller",2006,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0469641/?ref_=fn_tt_tt_1",70236496,6.3e+07,6
"3000 Miles to Graceland ",125,"Demian Lichtenstein",11,"Jon Lovitz",11000,"Bokeem Woodbine",904,"Ice-T",867,113,399,38076,14536,0,"casino|elvis impersonator|gun|heist|rascal",2,"Color","Action|Comedy|Crime|Thriller",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0233142/?ref_=fn_tt_tt_1",15738632,4.2e+07,5.9
"Creative Control ",97,"Benjamin Dickinson",4,"Nora Zehetner",446,"Alexia Rasmussen",171,"Meredith Hagner",150,36,7,1048,928,793,"art exhibition|augmented reality|cocaine|nervous breakdown|speculative fiction",1,"Color","Drama|Sci-Fi",2015,"English","USA","R",2.39,"http://www.imdb.com/title/tt3277624/?ref_=fn_tt_tt_1",62480,1e+06,5.5
"Walking and Talking ",86,"Nicole Holofcener",132,"Kevin Corrigan",778,"Anne Heche",695,"Vincent Pastore",584,18,32,2629,2400,227,"briefs|cancer|cat|cult film|friend",2,"Color","Comedy|Drama|Romance",1996,"English","UK","R",1.85,"http://www.imdb.com/title/tt0118113/?ref_=fn_tt_tt_1",1277257,1e+06,6.8
"Friday the 13th Part VIII: Jason Takes Manhattan ",100,"Rob Hedden",6,"Kane Hodder",935,"Peter Mark Richman",120,"Scott Reeves",65,129,291,22961,1327,1000,"cult film|friday the thirteenth|hockey mask|jason voorhees|murder spree",0,"Color","Adventure|Horror",1989,"English","USA","R",1.85,"http://www.imdb.com/title/tt0097388/?ref_=fn_tt_tt_1",14343976,5e+06,4.5
"Fear and Loathing in Las Vegas ",118,"Terry Gilliam",0,"Johnny Depp",40000,"Michael Jeter",693,"Ellen Barkin",551,156,648,213226,43105,15000,"american dream|convertible|drugs|journalist|lawyer",0,"Color","Adventure|Comedy|Drama",1998,"English","USA","R",2.35,"http://www.imdb.com/title/tt0120669/?ref_=fn_tt_tt_1",10562387,18500000,7.7
"Diary of the Dead ",95,"George A. Romero",0,"Megan Park",569,"Shawn Roberts",529,"Joe Dinicol",192,280,332,40800,1797,0,"barn|film student|hospital|mummy|video camera",0,"Color","Horror",2007,"English","USA","R",1.85,"http://www.imdb.com/title/tt0848557/?ref_=fn_tt_tt_1",952620,2e+06,5.7
"The Howling ",91,"Joe Dante",287,"Patrick Macnee",1000,"Robert Picardo",823,"Dee Wallace",725,161,195,22773,4438,0,"1980s|forest|lycanthrope|shapeshifting|werewolf transformation",0,"Color","Horror",1981,"English","USA","R",1.85,"http://www.imdb.com/title/tt0082533/?ref_=fn_tt_tt_1",17986000,1e+06,6.6
"Desperado ",104,"Robert Rodriguez",0,"Quentin Tarantino",16000,"Steve Buscemi",12000,"Salma Hayek",4000,93,202,138707,33758,0,"crushed by a car|female frontal nudity|female nudity|female rear nudity|one against many",0,"Color","Action|Crime|Thriller",1995,"English","USA","R",1.85,"http://www.imdb.com/title/tt0112851/?ref_=fn_tt_tt_1",25625110,7e+06,7.2
"Martin Lawrence Live: Runteldat ",113,"David Raynr",9,"Nancy O'Dell",71,"Mikki Padilla",65,"Dayna Devon",12,24,35,1466,159,63,"actor name in title|colon in title|four word title|live performance|satire",1,"Color","Biography|Comedy|Documentary",2002,"English","USA","R",1.85,"http://www.imdb.com/title/tt0327036/?ref_=fn_tt_tt_1",19184015,3e+06,5.4
"The Huntsman: Winter's War ",120,"Cedric Nicolas-Troyan",19,"Chris Hemsworth",26000,"Sam Claflin",11000,"Charlize Theron",9000,231,134,37750,46719,16000,"based on fairy tale|dark fantasy|fairy tale|second part|sequel",2,"Color","Action|Adventure|Drama|Fantasy",2016,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt2381991/?ref_=fn_tt_tt_1",47952020,1.15e+08,6.1
"The Bourne Legacy ",135,"Tony Gilroy",209,"Jeremy Renner",10000,"Scott Glenn",826,"Stacy Keach",602,436,504,229823,12175,31000,"assassin|cia|drone|pill|wolf",0,"Color","Action|Adventure|Thriller",2012,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1194173/?ref_=fn_tt_tt_1",113165635,1.25e+08,6.7
"The Messenger ",105,"Oren Moverman",38,"Steve Buscemi",12000,"Yaya DaCosta",712,"Eamonn Walker",706,217,92,29608,14462,0,"captain|casualty notification|casualty notification team|sergeant|staff sergeant",0,"Color","Drama|Romance|War",2009,"English","USA","R",2.35,"http://www.imdb.com/title/tt0790712/?ref_=fn_tt_tt_1",66637,6500000,7.2
"The Brothers Grimm ",118,"Terry Gilliam",0,"Matt Damon",13000,"Heath Ledger",13000,"Mackenzie Crook",871,233,492,98472,27114,0,"creature|curse|exorcism|girl|village",2,"Color","Action|Adventure|Comedy|Fantasy|Thriller",2005,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0355295/?ref_=fn_tt_tt_1",37899638,8.8e+07,5.9
"The Chronicles of Narnia: Prince Caspian ",150,"Andrew Adamson",80,"Peter Dinklage",22000,"Pierfrancesco Favino",216,"Damián Alcázar",201,258,438,149922,22697,0,"brother brother relationship|brother sister relationship|good versus evil|king|narnia",4,"Color","Action|Adventure|Family|Fantasy",2008,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0499448/?ref_=fn_tt_tt_1",141614023,2.25e+08,6.6
"Transformers: Revenge of the Fallen ",150,"Michael Bay",0,"Glenn Morshower",894,"Kevin Dunn",581,"Ramon Rodriguez",464,366,1439,323207,3218,0,"autobot|decepticon|machine|sun|symbol",0,"Color","Action|Adventure|Sci-Fi",2009,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1055369/?ref_=fn_tt_tt_1",402076689,2e+08,6
"In the Cut ",113,"Jane Campion",319,"Jennifer Jason Leigh",1000,"Nick Damici",65,"Susan Gardner",48,138,354,18632,1171,656,"blow job|female rear nudity|female removes her clothes|oral sex|three of spades tattoo",0,"Color","Mystery|Thriller",2003,"English","Australia","R",1.85,"http://www.imdb.com/title/tt0199626/?ref_=fn_tt_tt_1",4717455,1.2e+07,5.3
"Rat Race ",112,"Jerry Zucker",109,"Corinna Harney",779,"Douglas Haase",629,"Vince Vieluf",261,103,497,93367,1823,0,"casino|locker|money|museum|race",8,"Color","Adventure|Comedy",2001,"English","Canada","PG-13",2.35,"http://www.imdb.com/title/tt0250687/?ref_=fn_tt_tt_1",56607223,4.8e+07,6.4
"The Legend of Tarzan ",110,"David Yates",282,"Christoph Waltz",11000,"Alexander Skarsgård",10000,"Casper Crump",103,248,239,42372,21175,29000,"africa|capture|jungle|male objectification|tarzan",2,"Color","Action|Adventure|Drama|Romance",2016,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1",124051759,1.8e+08,6.6
"American Reunion ",113,"Jon Hurwitz",22,"Alyson Hannigan",3000,"Dania Ramirez",1000,"Natasha Lyonne",1000,291,181,172112,8398,39000,"bikini|female female kiss|high school reunion|outdoor sex|upskirt",7,"Color","Comedy",2012,"English","USA","R",1.85,"http://www.imdb.com/title/tt1605630/?ref_=fn_tt_tt_1",56724080,5e+07,6.7
"The Adventures of Huck Finn ",108,"Stephen Sommers",208,"Curtis Armstrong",876,"Frances Conroy",827,"Anne Heche",689,14,54,6384,4840,391,"boy|lesson|mississippi river|river|slave",0,"Color","Adventure|Comedy|Drama|Family",1993,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0106223/?ref_=fn_tt_tt_1",24103594,6500000,6.2
"Mad Money ",104,"Callie Khouri",144,"Stephen Root",939,"Ted Danson",875,"Roger Cross",290,98,54,16831,2453,687,"bank|federal reserve bank|money|security guard|shredder",3,"Color","Comedy|Crime|Thriller",2008,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0951216/?ref_=fn_tt_tt_1",20668843,2.2e+07,5.8
"Tinker Tailor Soldier Spy ",127,"Tomas Alfredson",140,"Benedict Cumberbatch",19000,"Colin Firth",14000,"Gary Oldman",10000,466,517,149066,46241,24000,"cold war|hungary|mole|spy|woman on top",1,"Color","Drama|Mystery|Thriller",2011,"English","France","R",2.35,"http://www.imdb.com/title/tt1340800/?ref_=fn_tt_tt_1",24104113,2e+07,7.1
"Police Academy ",96,"Hugh Wilson",37,"Steve Guttenberg",801,"Bubba Smith",760,"Michael Winslow",542,45,133,87739,3113,0,"misfit|police|police academy|police cadet|police officer",0,"Color","Comedy",1984,"English","USA","R",1.85,"http://www.imdb.com/title/tt0087928/?ref_=fn_tt_tt_1",81200000,4500000,6.7
"Dark Shadows ",113,"Tim Burton",13000,"Johnny Depp",40000,"Chloë Grace Moretz",17000,"Christopher Lee",16000,526,479,199039,80849,82000,"camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup",7,"Color","Comedy|Fantasy|Horror",2012,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1077368/?ref_=fn_tt_tt_1",79711678,1e+08,6.2
"The SpongeBob Movie: Sponge Out of Water ",92,"Paul Tibbitt",5,"Tim Conway",870,"Billy West",861,"Eddie Deezen",726,147,133,34359,5217,16000,"book|magic|pirate|plankton|time machine",0,"Color","Adventure|Animation|Comedy|Family|Fantasy",2015,"English","USA","PG",1.85,"http://www.imdb.com/title/tt2279373/?ref_=fn_tt_tt_1",162495848,7.4e+07,6
"Star Trek IV: The Voyage Home ",119,"Leonard Nimoy",12000,"Leonard Nimoy",12000,"Nichelle Nichols",664,"Walter Koenig",643,106,219,61621,15449,0,"alien probe|humpback whales|probe|time travel|whale",5,"Color","Adventure|Comedy|Sci-Fi",1986,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0092007/?ref_=fn_tt_tt_1",109713132,2.5e+07,7.3
"Lakeview Terrace ",110,"Neil LaBute",119,"Jay Hernandez",1000,"Justin Chambers",931,"Robert Pine",332,165,135,40469,2382,0,"interracial couple|lapd|male nudity|neighbor|nudity",1,"Color","Crime|Drama|Thriller",2008,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0947802/?ref_=fn_tt_tt_1",39263506,2.2e+07,6.1
"The Running Man ",101,"Paul Michael Glaser",343,"Yaphet Kotto",581,"Maria Conchita Alonso",571,"Richard Dawson",384,120,226,112669,2373,0,"game of death|government conspiracy|latina|oppression|police",1,"Color","Action|Crime|Sci-Fi|Thriller",1987,"English","USA","R",1.37,"http://www.imdb.com/title/tt0093894/?ref_=fn_tt_tt_1",38122105,2.7e+07,6.6
"Sphinx ",118,"Franklin J. Schaffner",76,"Frank Langella",902,"William Hootkins",488,"John Gielgud",249,2,21,892,2079,106,"bat|curse|egyptologist|mummy|murder",0,"Color","Adventure|Mystery|Thriller",1981,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0083113/?ref_=fn_tt_tt_1",800000,1.4e+07,5.2
"Bella ",91,"Alejandro Monteverde",38,"Armando Riesco",625,"Ramon Rodriguez",464,"Eduardo Verástegui",377,60,174,9607,2747,0,"inter cultural|latino|restaurant|soccer|train",0,"Color","Drama|Romance",2006,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0482463/?ref_=fn_tt_tt_1",8108247,3300000,7.4
"Legend ",132,"Brian Helgeland",241,"Tom Hardy",27000,"Paul Anderson",154,"Tara Fitzgerald",151,260,174,87682,27659,43000,"1960s|based on a true story|gangster|identical twins|murder",2,"Color","Biography|Crime|Drama|History|Thriller",2015,"English","UK","R",2.35,"http://www.imdb.com/title/tt3569230/?ref_=fn_tt_tt_1",1865774,3e+07,7
"When the Cat's Away ",91,"Cédric Klapisch",82,"Simon Abkarian",75,"Zinedine Soualem",9,"Jane Bradbury",8,29,25,2843,102,166,"cat|homosexual sex|male homosexuality|neighborhood|noisy neighbor",7,"Color","Comedy|Romance",1996,"French","France","R",1.66,"http://www.imdb.com/title/tt0115856/?ref_=fn_tt_tt_1",1652472,3e+05,6.9
"Bulworth ",108,"Warren Beatty",631,"Warren Beatty",631,"Kirk Baltz",199,"Graham Beckel",95,110,227,21998,1023,0,"hip hop|liberal|politics|senator|truth",1,"Color","Comedy|Drama|Romance",1998,"English","USA","R",1.85,"http://www.imdb.com/title/tt0118798/?ref_=fn_tt_tt_1",26525834,3e+07,6.8
"Schindler's List ",185,"Steven Spielberg",14000,"Liam Neeson",14000,"Embeth Davidtz",795,"Caroline Goodall",212,174,1273,865020,15233,41000,"german|german soldier|jew|jewish|nazi",0," Black and White","Biography|Drama|History",1993,"English","USA","R",1.85,"http://www.imdb.com/title/tt0108052/?ref_=fn_tt_tt_1",96067179,2.2e+07,8.9
"Life of Pi ",127,"Ang Lee",0,"Suraj Sharma",774,"Rafe Spall",358,"Tabu",341,552,755,440084,2121,122000,"animal|faith|india|journey|tiger",0,"Color","Adventure|Drama|Fantasy",2012,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0454876/?ref_=fn_tt_tt_1",124976634,1.2e+08,8
"Smoke Signals ",89,"Chris Eyre",149,"Michael Greyeyes",912,"Irene Bedard",752,"Gary Farmer",580,56,132,8224,3163,0,"family abandonment|fire|loss of father|native american protagonist|native american reservation",3,"Color","Comedy|Drama",1998,"English","Canada","PG-13",1.85,"http://www.imdb.com/title/tt0120321/?ref_=fn_tt_tt_1",6719300,2e+06,7.2
"Land of the Dead ",97,"George A. Romero",0,"Tony Nappo",654,"Shawn Roberts",529,"Pedro Miguel Arce",233,252,662,78883,1876,0,"apocalypse|mercenary|skyscraper|urban setting|zombie apocalypse",8," Black and White","Horror",2005,"English","Canada","R",2.35,"http://www.imdb.com/title/tt0418819/?ref_=fn_tt_tt_1",20433940,1.5e+07,6.2
"Pinocchio ",88,"Norman Ferguson",3,"Mel Blanc",1000,"Dickie Jones",48,"Cliff Edwards",40,105,147,90360,1178,0,"boy|conscience|fairy|jiminy cricket|pinocchio",0,"Color","Animation|Family|Fantasy|Musical",1940,"English","USA","Approved",1.37,"http://www.imdb.com/title/tt0032910/?ref_=fn_tt_tt_1",84300000,2600000,7.5
"Match Point ",119,"Woody Allen",11000,"Scarlett Johansson",19000,"Mark Gatiss",567,"Penelope Wilton",400,278,735,166269,20391,0,"extramarital affair|infidelity|irony of fate|surprise ending|tennis",3,"Color","Drama|Romance|Thriller",2005,"English","UK","R",1.85,"http://www.imdb.com/title/tt0416320/?ref_=fn_tt_tt_1",23089926,1.5e+07,7.7
"Crossroads ",93,"Tamra Davis",33,"Britney Spears",1000,"Katherine Boecher",188,"Dave Allen",135,111,578,34219,1531,0,"audition|friendship|graduation|high school graduation|love",1,"Color","Comedy|Drama",2002,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0275022/?ref_=fn_tt_tt_1",37188667,1.2e+07,3.3
"Roar ",102,"Noel Marshall",4,"Tippi Hedren",634,"Melanie Griffith",537,"Zakes Mokae",60,50,27,1275,1262,0,"chase|dead man|jungle|killing a lion|killing a tiger",0,"Color","Adventure|Horror|Thriller",1981,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0083001/?ref_=fn_tt_tt_1",2000000,1.7e+07,6.4
"The Queen ",94,"Stephen Frears",350,"Roger Allam",326,"Sylvia Syms",48,"Alex Jennings",39,280,421,85333,486,0,"monarchy|prime minister|princess diana|queen|speech",0,"Color","Biography|Drama",2006,"English","UK","PG-13",1.85,"http://www.imdb.com/title/tt0436697/?ref_=fn_tt_tt_1",56437947,9800000,7.3
"Eve's Bayou ",109,"Kasi Lemmons",148,"Jurnee Smollett-Bell",2000,"Lynn Whitfield",434,"Diahann Carroll",426,31,209,6915,3843,599,"doctor|louisiana|secret|title directed by female|witchcraft",2,"Color","Drama",1997,"English","USA","R",1.85,"http://www.imdb.com/title/tt0119080/?ref_=fn_tt_tt_1",14821531,6e+06,7.3
"George of the Jungle ",92,"Sam Weisman",39,"Brendan Fraser",3000,"Abraham Benrubi",562,"Holland Taylor",458,53,103,56168,4518,5000,"animal companion|heiress|hero|jungle|male objectification",0,"Color","Action|Adventure|Comedy|Family|Romance",1997,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0119190/?ref_=fn_tt_tt_1",105263257,5.5e+07,5.4
"Sense and Sensibility ",136,"Ang Lee",0,"Alan Rickman",25000,"Kate Winslet",14000,"Tom Wilkinson",1000,69,196,78392,41059,0,"1810s|female protagonist|horseback riding|inheritance|three word title",2,"Color","Drama|Romance",1995,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0114388/?ref_=fn_tt_tt_1",42700000,16500000,7.7
"Dances with Wolves ",236,"Kevin Costner",0,"Mary McDonnell",933,"Michael Spears",839,"Maury Chaykin",232,92,382,186485,2398,0,"friendship|frontier|honor|outpost|soldier",1,"Color","Adventure|Drama|Western",1990,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0099348/?ref_=fn_tt_tt_1",184208848,2.2e+07,8
"Soul Surfer ",106,"Sean McNamara",80,"Dennis Quaid",2000,"Chris Brochu",795,"Craig T. Nelson",723,110,114,35514,5024,15000,"christian|christian film|shark|surfer|surfing",1,"Color","Biography|Drama|Family|Sport",2011,"English","USA","PG",2.35,"http://www.imdb.com/title/tt1596346/?ref_=fn_tt_tt_1",43853424,1.8e+07,7.1
"Martian Child ",106,"Menno Meyjes",43,"Oliver Platt",1000,"Richard Schiff",506,"Sophie Okonedo",460,118,71,17436,2495,0,"adopted son|adoption|boy|mars the planet|widower",0,"Color","Comedy|Drama|Family",2007,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0415965/?ref_=fn_tt_tt_1",7486906,2.7e+07,6.8
"Bedazzled ",93,"Harold Ramis",11000,"Brendan Fraser",3000,"Frances O'Connor",575,"Brian Doyle-Murray",484,125,254,81888,5390,0,"contract|devil|dream|soul|wish",2,"Color","Comedy|Fantasy|Romance",2000,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0230030/?ref_=fn_tt_tt_1",37879996,4.8e+07,6
"A Knight's Tale ",144,"Brian Helgeland",241,"Heath Ledger",13000,"Rufus Sewell",3000,"Bérénice Bejo",996,167,658,137003,18761,0,"chaucer|jousting|knight|medieval times|tournament",1,"Color","Action|Adventure|Romance",2001,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0183790/?ref_=fn_tt_tt_1",56083966,6.5e+07,6.9
"Final Destination 2 ",90,"David R. Ellis",160,"Sarah Carter",748,"Michael Landes",439,"Keegan Connor Tracy",392,175,472,120786,3172,0,"car accident|death|freak accident|hospital|premonition",0,"Color","Horror|Thriller",2003,"English","USA","R",1.85,"http://www.imdb.com/title/tt0309593/?ref_=fn_tt_tt_1",46455802,2.6e+07,6.2
"Bandits ",123,"Barry Levinson",272,"Bruce Willis",13000,"Brían F. O'Byrne",450,"Azura Skye",193,132,261,57038,13934,0,"bank manager|hypochondriac|love triangle|prison|television",2,"Color","Comedy|Crime|Drama|Romance",2001,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0219965/?ref_=fn_tt_tt_1",41523271,8e+07,6.6
"My Summer of Love ",86,"Pawel Pawlikowski",84,"Paddy Considine",680,"Natalie Press",46,"Dean Andrews",34,124,103,16349,763,869,"female frontal nudity|lesbian relationship|summer|voyeurism|yorkshire",0,"Color","Drama|Romance",2004,"English","UK","R",1.85,"http://www.imdb.com/title/tt0382189/?ref_=fn_tt_tt_1",992238,1700000,6.8
"47 Ronin ",128,"Carl Rinsch",47,"Keanu Reeves",18000,"Cary-Hiroyuki Tagawa",1000,"Jin Akanishi",982,218,324,116994,20965,35000,"box office flop|ronin|samurai|shogun|tournament",2,"Color","Action|Adventure|Drama|Fantasy",2013,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1335975/?ref_=fn_tt_tt_1",38297305,1.75e+08,6.3
"My Soul to Take ",107,"Wes Craven",0,"Frank Grillo",798,"Emily Meade",374,"Zena Grey",255,160,136,16411,2537,0,"evil|killer|murder|psychopath|serial killer",2,"Color","Horror|Mystery|Thriller",2010,"English","USA","R",2.35,"http://www.imdb.com/title/tt0872230/?ref_=fn_tt_tt_1",14637490,2.5e+07,4.8
"A Room with a View ",117,"James Ivory",133,"Julian Sands",687,"Rupert Graves",443,"Denholm Elliott",249,55,94,29610,1665,0,"male nudity|male pubic hair|nude bathing|piano|pubic hair",0,"Color","Drama|Romance",1985,"English","UK","Unrated",1.66,"http://www.imdb.com/title/tt0091867/?ref_=fn_tt_tt_1",20966644,3e+06,7.4
"Our Idiot Brother ",90,"Jesse Peretz",37,"Zooey Deschanel",11000,"Adam Scott",3000,"Steve Coogan",1000,179,115,74875,15710,11000,"art model|farmer|jail|nude model|three sisters",1,"Color","Comedy|Drama",2011,"English","USA","R",1.85,"http://www.imdb.com/title/tt1637706/?ref_=fn_tt_tt_1",24809547,5e+06,6.4
"The Rite ",114,"Mikael Håfström",101,"Anthony Hopkins",12000,"Colin O'Donoghue",3000,"Toby Jones",2000,267,197,75864,19904,23000,"demon|exorcism|exorcist|faith|seminary",1,"Color","Drama|Horror|Mystery|Thriller",2011,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1161864/?ref_=fn_tt_tt_1",33037754,3.7e+07,6
