"","movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score","ROE","ROE_B","ROI","scs"
"580","Big Miracle ",107,"Ken Kwapis",42,"Ted Danson",875,"Tim Blake Nelson",596,"Andrew Daly",171,125,66,15231,1702,0,"arctic circle|reporter|small town|volunteer|whale",3,"Color","Biography|Drama|Romance",2012,"English","USA","PG",2.35,"http://www.imdb.com/title/tt1430615/?ref_=fn_tt_tt_1",20113965,40000000,6.5,-0.5,0,-0.497150875,0
"582","Mean Machine ",99,"Barry Skolnick",0,"Jason Statham",26000,"Jason Flemyng",1000,"Danny Dyer",798,54,84,29463,29325,0,"inmate|prison|prison guard|soccer|soccer star",1,"Color","Comedy|Drama|Sport",2001,"English","UK","R",1.85,"http://www.imdb.com/title/tt0291341/?ref_=fn_tt_tt_1",92191,2500000,6.5,-0.96,0,-0.9631236,0
"583","Wonder Boys ",107,"Curtis Hanson",161,"Robert Downey Jr.",21000,"Rip Torn",826,"Richard Thomas",549,173,335,54643,22974,0,"based on novel|college girl|midlife crisis|pittsburgh pennsylvania|professor",5,"Color","Comedy|Drama",2000,"English","USA","R",2.35,"http://www.imdb.com/title/tt0185014/?ref_=fn_tt_tt_1",19389454,55000000,7.4,-0.65,0,-0.647464472727273,0
"584","The BFG ",117,"Steven Spielberg",14000,"Mark Rylance",535,"Penelope Wilton",400,"Rafe Spall",358,252,106,12572,1950,27000,"cannibal|evil brother|giant|london england|queen",0,"Color","Adventure|Family|Fantasy",2016,"English","UK","PG",2.35,"http://www.imdb.com/title/tt3691740/?ref_=fn_tt_tt_1",52792307,140000000,6.8,-0.62,0,-0.622912092857143,0
"585","Get on Up ",139,"Tate Taylor",150,"Tika Sumpter",521,"Josh Hopkins",491,"Aunjanue Ellis",400,165,104,15843,2060,11000,"1970s|1980s|african american|breaking the fourth wall|mother son relationship",0,"Color","Biography|Drama|Music",2014,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt2473602/?ref_=fn_tt_tt_1",30513940,30000000,6.9,0.02,0,0.0171313333333333,0
"586","Hamlet ",150,"Kenneth Branagh",0,"Julie Christie",597,"Brian Blessed",591,"Richard Briers",401,85,224,30618,1645,0,"classic literature|denmark|funeral|madness|prince",0,"Color","Drama",1996,"English","UK","PG-13",2.2,"http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1",4414535,18000000,7.8,-0.75,0,-0.754748055555556,0
"587","Pride and Prejudice and Zombies ",108,"Burr Steers",23,"Matt Smith",2000,"Bella Heathcote",860,"Sam Riley",845,225,134,23775,4710,73000,"based on novel|damsel in distress|deception|england|zombie",0,"Color","Action|Horror|Romance",2016,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1374989/?ref_=fn_tt_tt_1",10907291,28000000,5.8,-0.61,0,-0.610453892857143,0
"590","Secretary ",104,"Steven Shainberg",30,"Jeremy Davies",769,"Stephen McHattie",413,"Lesley Ann Warren",296,163,390,67949,2251,15000,"bdsm|employer employee relationship|hospital|mental hospital|secretary",1,"Color","Comedy|Drama|Romance",2002,"English","USA","R",1.85,"http://www.imdb.com/title/tt0274812/?ref_=fn_tt_tt_1",4046737,4000000,7.1,0.01,0,0.01168425,0
"592","Molière ",120,"Laurent Tirard",2,"Romain Duris",809,"Ludivine Sagnier",521,"Fabrice Luchini",80,78,27,5166,1651,815,"deathbed|play|playwright|prison|theater",1,"Color","Comedy|History",2007,"French","France","PG-13",2.35,"http://www.imdb.com/title/tt0796335/?ref_=fn_tt_tt_1",634277,16000000,7.3,-0.96,0,-0.9603576875,0
"595","Veer-Zaara ",192,"Yash Chopra",147,"Shah Rukh Khan",8000,"Preity Zinta",860,"Anupam Kher",397,29,119,34449,9984,2000,"fair|pakistan|prison|rescue|stranded",0,"Color","Drama|Musical|Romance",2004,"Hindi","India","",2.35,"http://www.imdb.com/title/tt0420332/?ref_=fn_tt_tt_1",2921738,7000000,7.9,-0.58,0,-0.582608857142857,0
"596","Sarah's Key ",111,"Gilles Paquet-Brenner",15,"Kristin Scott Thomas",1000,"Aidan Quinn",767,"Arben Bajraktaraj",121,136,73,12937,2140,0,"apartment|escape|jewish family|journalist|key",2,"Color","Drama|War",2010,"French","France","PG-13",2.35,"http://www.imdb.com/title/tt1668200/?ref_=fn_tt_tt_1",7691700,10000000,7.5,-0.23,0,-0.23083,0
"597","Paris, je t'aime ",120,"Olivier Assayas",107,"Steve Buscemi",12000,"Miranda Richardson",530,"Catalina Sandino Moreno",280,165,123,63084,13208,0,"baby|divorce|oscar wilde|pigalle|tourist",0,"Color","Comedy|Drama|Romance",2006,"French","France","R",1.85,"http://www.imdb.com/title/tt0401711/?ref_=fn_tt_tt_1",4857376,13000000,7.3,-0.63,0,-0.626355692307692,0
"598","Away We Go ",98,"Sam Mendes",0,"Catherine O'Hara",925,"Jim Gaffigan",472,"Carmen Ejogo",374,217,115,45992,1997,7000,"baby|children|friend|love|road trip",2,"Color","Comedy|Drama|Romance",2009,"English","USA","R",2.35,"http://www.imdb.com/title/tt1176740/?ref_=fn_tt_tt_1",9430988,17000000,7.1,-0.45,0,-0.445236,0
"599","Synecdoche, New York ",124,"Charlie Kaufman",0,"Philip Seymour Hoffman",22000,"Jennifer Jason Leigh",1000,"Samantha Morton",631,245,274,55842,24732,13000,"actress|director|play|theatre director|warehouse",0,"Color","Comedy|Drama|Romance",2008,"English","USA","R",2.35,"http://www.imdb.com/title/tt0383028/?ref_=fn_tt_tt_1",3081925,21000000,7.5,-0.85,0,-0.853241666666667,0
"602","The Peacemaker ",124,"Mimi Leder",75,"Armin Mueller-Stahl",294,"Holt McCallany",273,"Marcel Iures",258,93,156,46451,1289,0,"nuclear explosion|nuclear weapon|russia|train|train crash",2,"Color","Action|Thriller",1997,"English","USA","R",2.35,"http://www.imdb.com/title/tt0119874/?ref_=fn_tt_tt_1",41256277,50000000,5.9,-0.17,0,-0.17487446,0
"603","Resurrecting the Champ ",112,"Rod Lurie",37,"Harry Lennix",748,"Kathryn Morris",573,"Peter Coyote",548,104,59,18442,2417,689,"boxing|colosseum|homeless man|reporter|writer",1,"Color","Drama|Sport",2007,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0416185/?ref_=fn_tt_tt_1",3169424,13000000,6.8,-0.76,0,-0.756198153846154,0
"606","Eddie the Eagle ",106,"Dexter Fletcher",452,"Hugh Jackman",20000,"Taron Egerton",732,"Tim McInnerny",141,216,119,32513,21195,15000,"1988 winter olympics|coach|ski jumper|winter|winter olympics",3,"Color","Biography|Comedy|Drama|Sport",2016,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1",15785632,23000000,7.5,-0.31,0,-0.313668173913043,0
"607","Hoffa ",140,"Danny DeVito",0,"Frank Whaley",436,"J.T. Walsh",263,"Paul Guilfoyle",210,32,68,17124,1394,949,"labor|labor union|leader|mafia|union",2,"Color","Biography|Crime|Drama",1992,"English","USA","R",2.35,"http://www.imdb.com/title/tt0104427/?ref_=fn_tt_tt_1",24276500,35000000,6.6,-0.31,0,-0.306385714285714,0
"608","Dragonball: Evolution ",100,"James Wong",70,"Ian Whyte",473,"Texas Battle",315,"Randall Duk Kim",99,130,524,56451,1100,0,"bad|dragon|grandfather|orb|warrior",0,"Color","Action|Adventure|Fantasy|Sci-Fi|Thriller",2009,"English","USA","PG",2.35,"http://www.imdb.com/title/tt1098327/?ref_=fn_tt_tt_1",9353573,45000000,2.7,-0.79,0,-0.792142822222222,0
"610","A Most Wanted Man ",122,"Anton Corbijn",210,"Philip Seymour Hoffman",22000,"Nina Hoss",164,"Homayoun Ershadi",123,291,158,57210,22574,13000,"intelligence|intelligence agency|secret service|surveillance camera|war on terror",3,"Color","Crime|Drama|Thriller",2014,"English","UK","R",2.35,"http://www.imdb.com/title/tt1972571/?ref_=fn_tt_tt_1",17237244,15000000,6.8,0.15,0,0.1491496,0
"615","Ultraviolet ",94,"Kurt Wimmer",110,"Milla Jovovich",14000,"Cameron Bright",829,"Nick Chinlund",277,158,830,70341,15271,0,"boy|disease|hemophagia|speed|vampire",1,"Color","Action|Horror|Sci-Fi|Thriller",2006,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0370032/?ref_=fn_tt_tt_1",18500966,30000000,4.4,-0.38,0,-0.383301133333333,0
"616","I Love You Phillip Morris ",102,"Glenn Ficarra",43,"Dameon Clarke",170,"Louis Herthum",157,"Annie Golden",113,242,162,77305,931,11000,"character name in title|con artist|fraud|gay|prison break",0,"Color","Biography|Comedy|Crime|Drama|Romance",2009,"English","France","R",1.85,"http://www.imdb.com/title/tt1045772/?ref_=fn_tt_tt_1",2035566,13000000,6.6,-0.84,0,-0.843418,0
"618","From Paris with Love ",92,"Pierre Morel",180,"Kasia Smutniak",211,"Amber Rose Revah",135,"Rebecca Dayan",75,203,211,97775,488,0,"ambassador|cia|dinner|spy|terrorist",1,"Color","Action|Thriller",2010,"English","France","R",2.35,"http://www.imdb.com/title/tt1179034/?ref_=fn_tt_tt_1",23324666,52000000,6.5,-0.55,0,-0.551448730769231,0
"619","Alice Through the Looking Glass ",113,"James Bobin",33,"Johnny Depp",40000,"Alan Rickman",25000,"Anne Hathaway",11000,218,131,21352,80806,30000,"clock|dark fantasy|mad hatter|queen|sequel",1,"Color","Adventure|Family|Fantasy",2016,"English","USA","PG",1.85,"http://www.imdb.com/title/tt2567026/?ref_=fn_tt_tt_1",76846624,170000000,6.4,-0.55,0,-0.547961035294118,0
"622","Center Stage ",115,"Nicholas Hytner",13,"Amanda Schull",757,"Susan May Pratt",220,"Ethan Stiefel",111,68,210,15817,1201,0,"ballet|dance|dancer|dancing|love",2,"Color","Drama|Music|Romance",2000,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0210616/?ref_=fn_tt_tt_1",17174870,18000000,6.7,-0.05,0,-0.0458405555555556,0
"623","Birth ",100,"Jonathan Glazer",143,"Cameron Bright",829,"Anne Heche",681,"Danny Huston",430,167,361,29649,2295,0,"birthday|boy|dead husband|death|widow",1,"Color","Drama|Mystery|Romance|Thriller",2004,"English","USA","R",1.85,"http://www.imdb.com/title/tt0337876/?ref_=fn_tt_tt_1",5005883,20000000,6.1,-0.75,0,-0.74970585,0
"624","Deconstructing Harry ",96,"Woody Allen",11000,"Woody Allen",11000,"Lynn Cohen",474,"Judy Davis",223,104,131,35586,11867,0,"marriage|novelist|panties pulled down|writer's block|writing",2,"Color","Comedy",1997,"English","USA","R",1.85,"http://www.imdb.com/title/tt0118954/?ref_=fn_tt_tt_1",10569071,20000000,7.4,-0.47,0,-0.47154645,0
"625","Grudge Match ",113,"Peter Segal",88,"Robert De Niro",22000,"Sylvester Stallone",13000,"Oscar Gale",785,211,115,46480,36009,12000,"broke|promoter|retirement|trainer|training",1,"Color","Comedy|Sport",2013,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1661382/?ref_=fn_tt_tt_1",29802761,40000000,6.4,-0.25,0,-0.254930975,0
"627","Copying Beethoven ",104,"Agnieszka Holland",238,"Phyllida Law",60,"David Kennedy",35,"Angus Barnett",22,78,86,11132,150,0,"music copyist|music student|musical composition|student|symphony",0,"Color","Biography|Drama|Music",2006,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0424908/?ref_=fn_tt_tt_1",352786,11000000,6.8,-0.97,0,-0.967928545454545,0
"632","Paa ",133,"R. Balki",12,"Vidya Balan",464,"Abhishek Bachchan",374,"Paresh Rawal",106,12,49,7295,1045,504,"adult actor playing minor|politician|progeria|reference to spiderman|school",0,"Color","Comedy|Drama",2009,"Hindi","India","",2.35,"http://www.imdb.com/title/tt1532957/?ref_=fn_tt_tt_1",199228,150000000,7.2,-1,0,-0.998671813333333,0
"633","Here Comes the Boom ",105,"Frank Coraci",153,"Salma Hayek",4000,"Reggie Lee",828,"Charice",491,154,112,74169,6727,17000,"claim in title|high school|mixed martial arts|ultimate fighting championship|underdog",2,"Color","Action|Comedy|Sport",2012,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1648179/?ref_=fn_tt_tt_1",45290318,42000000,6.5,0.08,0,0.0783409047619048,0
"634","Killer Joe ",98,"William Friedkin",607,"Matthew McConaughey",11000,"Scott A. Martin",414,"Carol Sutton",251,376,216,59297,11853,12000,"female nudity|female pubic hair|lingerie|neo noir|pubic hair",0,"Color","Crime|Drama|Romance|Thriller",2011,"English","USA","R",1.85,"http://www.imdb.com/title/tt1726669/?ref_=fn_tt_tt_1",1987762,11000000,6.7,-0.82,0,-0.819294363636364,0
"635","Bad Boys II ",147,"Michael Bay",0,"Will Smith",10000,"Henry Rollins",898,"Jordi Mollà",877,94,511,178126,12954,0,"cuba|dea|drugs|money|undercover",1,"Color","Action|Comedy|Crime|Thriller",2003,"English","USA","R",2.35,"http://www.imdb.com/title/tt0172156/?ref_=fn_tt_tt_1",138396624,130000000,6.6,0.06,0,0.0645894153846154,0
"639","Terminator Genisys ",126,"Alan Taylor",230,"J.K. Simmons",24000,"Emilia Clarke",10000,"Matt Smith",2000,474,867,188457,38873,82000,"alternate timeline|cyborg|future|robot|time machine",2,"Color","Action|Adventure|Sci-Fi",2015,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1340138/?ref_=fn_tt_tt_1",89732035,155000000,6.6,-0.42,0,-0.42108364516129,0
"644","Man on a Ledge ",102,"Asger Leth",20,"Robert Clohessy",107,"Mandy Gonzalez",81,"J. Smith-Cameron",54,258,153,125198,362,11000,"detective|diamond|hotel|police|rooftop",6,"Color","Action|Crime|Thriller",2012,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1568338/?ref_=fn_tt_tt_1",18600911,42000000,6.6,-0.56,0,-0.557121166666667,0
"645","I Am Number Four ",109,"D.J. Caruso",154,"Alex Pettyfer",15000,"Emily Wickersham",348,"Reuben Langdon",144,288,329,195043,15608,27000,"based on young adult novel|good versus evil|guardian|human alien|ohio",1,"Color","Action|Adventure|Sci-Fi|Thriller",2011,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1464540/?ref_=fn_tt_tt_1",55092830,60000000,6.1,-0.08,0,-0.0817861666666667,0
"649","Two Lovers ",110,"James Gray",115,"Isabella Rossellini",812,"Vinessa Shaw",580,"Samantha Ivers",103,190,98,29613,1540,0,"jewish|love|married man|neighbor|photograph",0,"Color","Drama|Romance",2008,"English","USA","R",2.35,"http://www.imdb.com/title/tt1103275/?ref_=fn_tt_tt_1",3148482,12000000,7.1,-0.74,0,-0.7376265,0
"650","A Civil Action ",115,"Steven Zaillian",234,"Robert Duvall",3000,"Kathleen Quinlan",552,"Sydney Pollack",521,110,181,23302,4713,1000,"1980s|law firm|lawsuit|lawyer|toxic waste",1,"Color","Drama",1998,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0120633/?ref_=fn_tt_tt_1",56702901,60000000,6.5,-0.05,0,-0.05495165,0
"651","Rollerball ",98,"John McTiernan",323,"LL Cool J",1000,"Chris Klein",841,"Andrew Bryniarski",390,151,289,22264,2763,584,"ball|blood|skating|song|year 2005",3,"Color","Action|Sci-Fi|Sport",2002,"English","USA","R",2.35,"http://www.imdb.com/title/tt0246894/?ref_=fn_tt_tt_1",18990542,70000000,3,-0.73,0,-0.728706542857143,0
"654","Reindeer Games ",124,"John Frankenheimer",287,"Charlize Theron",9000,"James Frain",1000,"Clarence Williams III",475,126,212,31113,10838,852,"casino|christmas|christmas season|girlfriend|release from prison",0,"Color","Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller",2000,"English","USA","R",2.35,"http://www.imdb.com/title/tt0184858/?ref_=fn_tt_tt_1",23360779,34000000,5.7,-0.31,0,-0.312918264705882,0
"657","Miss March ",90,"Zach Cregger",138,"Hugh M. Hefner",373,"Windell Middlebrooks",308,"Raquel Alessi",263,76,73,18313,1831,985,"fellatio|hugh hefner|oral sex|playboy centerfold|topless female nudity",2,"Color","Comedy|Romance",2009,"English","USA","R",1.85,"http://www.imdb.com/title/tt1151922/?ref_=fn_tt_tt_1",4542775,6000000,5.1,-0.24,0,-0.242870833333333,0
"659","10th & Wolf ",107,"Robert Moresco",53,"Brian Dennehy",954,"Brad Renfro",551,"Dash Mihok",463,26,34,5557,2512,294,"desert storm|fbi|fbi agent|fragmentation grenade|woman kills attacker",5,"Color","Crime|Drama|Thriller",2006,"English","USA","R",2.35,"http://www.imdb.com/title/tt0360323/?ref_=fn_tt_tt_1",53481,8000000,6.4,-0.99,0,-0.993314875,0
"660","Orgazmo ",92,"Trey Parker",406,"Trey Parker",406,"Dian Bachar",203,"Matt Stone",194,59,168,30396,904,0,"book of mormon|fight|mormon|ray gun|sidekick",0,"Color","Comedy|Sci-Fi",1997,"English","USA","NC-17",1.85,"http://www.imdb.com/title/tt0124819/?ref_=fn_tt_tt_1",582024,1000000,6.2,-0.42,0,-0.417976,0
"663","Oz the Great and Powerful ",130,"Sam Raimi",0,"Tim Holmes",44000,"Mila Kunis",15000,"James Franco",11000,525,511,175409,73441,60000,"circus|magic|magician|oz|witch",4,"Color","Adventure|Family|Fantasy",2013,"English","USA","PG",2.35,"http://www.imdb.com/title/tt1623205/?ref_=fn_tt_tt_1",234903076,215000000,6.4,0.09,0,0.0925724465116279,0
"664","Stuart Little 2 ",77,"Rob Minkoff",50,"Nathan Lane",886,"Brad Garrett",799,"Melanie Griffith",537,71,69,36471,2682,459,"anthropomorphic mouse|falcon|marshmallow|second part|soccer",0,"Color","Adventure|Animation|Comedy|Family|Fantasy",2002,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0243585/?ref_=fn_tt_tt_1",64736114,120000000,5.4,-0.46,0,-0.460532383333333,0
"667","The Immigrant ",120,"James Gray",115,"Jeremy Renner",10000,"Dagmara Dominczyk",316,"Angela Sarafyan",310,230,70,20616,11019,0,"immigrant|immigration|magician|money|prostitution",3,"Color","Drama|Romance",2013,"English","USA","R",2.35,"http://www.imdb.com/title/tt1951181/?ref_=fn_tt_tt_1",1984743,16000000,6.6,-0.88,0,-0.8759535625,0
"670","Extreme Ops ",93,"Christian Duguay",18,"Rufus Sewell",3000,"Bridgette Wilson-Sampras",545,"Rupert Graves",443,53,82,4821,4123,158,"commercial|extreme sports|mountain|serbian|terrorist",0,"Color","Action|Adventure|Thriller",2002,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt0283160/?ref_=fn_tt_tt_1",4835968,40000000,4.5,-0.88,0,-0.8791008,0
"671","The Spiderwick Chronicles ",107,"Mark Waters",70,"Martin Short",770,"Tod Fennell",419,"Joan Plowright",330,198,125,68935,1614,0,"actor playing multiple roles|brownie the creature|closing credits sequence|family relationships|magical creature",0,"Color","Adventure|Family|Fantasy",2008,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0416236/?ref_=fn_tt_tt_1",71148699,90000000,6.6,-0.21,0,-0.2094589,0
"674","Chill Factor ",102,"Hugh Johnson",3,"David Paymer",372,"Kevin J. O'Connor",248,"Hudson Leick",239,68,94,8367,1274,120,"colonel|ice|ice cream truck|military|u.s. army",0,"Color","Action|Adventure|Comedy|Drama|Thriller",1999,"English","USA","R",2.35,"http://www.imdb.com/title/tt0163579/?ref_=fn_tt_tt_1",11227940,34000000,5.2,-0.67,0,-0.669766470588235,0
"675","Broken Vessels ",90,"Scott Ziehl",4,"William Smith",919,"Jason London",711,"Brent David Fraser",218,18,19,531,2288,51,"independent film|katana sword|los angeles storm drain",0,"Color","Drama",1998,"English","USA","R",1.85,"http://www.imdb.com/title/tt0149964/?ref_=fn_tt_tt_1",13493,600000,6.6,-0.98,0,-0.977511666666667,0
"676","Slums of Beverly Hills ",91,"Tamara Jenkins",84,"Natasha Lyonne",1000,"Kevin Corrigan",778,"Jessica Walter",572,60,79,9427,2691,462,"flatulence|menstrual blood|nomad|nursing school|title directed by female",0,"Color","Comedy|Drama",1998,"English","USA","R",1.85,"http://www.imdb.com/title/tt0120831/?ref_=fn_tt_tt_1",5480318,5000000,6.6,0.1,0,0.0960636,0
"677","Bubble Boy ",84,"Blair Hayes",2,"Jake Gyllenhaal",15000,"Geoffrey Arend",816,"Marley Shelton",690,47,181,25541,18864,0,"cigarette smoking|hand on butt|niagara falls|plastic bubble|wedding",0,"Color","Adventure|Comedy|Romance|Sci-Fi",2001,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0258470/?ref_=fn_tt_tt_1",5002310,13000000,5.6,-0.62,0,-0.615206923076923,0
"679","A Most Violent Year ",125,"J.C. Chandor",78,"David Oyelowo",1000,"Ashley Williams",969,"Albert Brooks",745,350,180,45799,3979,0,"american dream|immigrant|new york city|oil|violence",0,"Color","Action|Crime|Drama|Thriller",2014,"English","USA","R",2.35,"http://www.imdb.com/title/tt2937898/?ref_=fn_tt_tt_1",5749134,20000000,7,-0.71,0,-0.7125433,0
"681","Brother ",114,"Takeshi Kitano",0,"Omar Epps",865,"Tatyana Ali",685,"James Shigeta",403,81,133,18520,2126,0,"gang|gangster|subjective camera|written and directed by cast member|yakuza",0,"Color","Crime|Drama|Thriller",2000,"English","USA","R",1.85,"http://www.imdb.com/title/tt0222851/?ref_=fn_tt_tt_1",447750,10000000,7.2,-0.96,0,-0.955225,0
"682","Rabbit-Proof Fence ",94,"Phillip Noyce",176,"Roy Billing",116,"David Gulpilil",93,"Deborah Mailman",46,74,249,23486,312,0,"aborigine|based on true story|colonialism|fence|half caste",1,"Color","Adventure|Biography|Drama|History",2002,"Aboriginal","Australia","PG",2.35,"http://www.imdb.com/title/tt0252444/?ref_=fn_tt_tt_1",6165429,6000000,7.5,0.03,0,0.0275715,0
"684","The Kite Runner ",128,"Marc Forster",395,"Mustafa Haidari",283,"Shaun Toub",206,"Khalid Abdalla",161,201,230,68119,904,0,"afghanistan|based on novel|boy|friend|kite",0,"Color","Drama",2007,"Dari","USA","PG-13",2.35,"http://www.imdb.com/title/tt0419887/?ref_=fn_tt_tt_1",15797907,20000000,7.6,-0.21,0,-0.21010465,0
"685","Unleashed ",103,"Louis Leterrier",255,"Morgan Freeman",11000,"Jet Li",5000,"Bob Hoskins",5000,177,303,85198,22383,0,"collar|dog|fight|fighting|piano",1,"Color","Action|Crime|Drama|Thriller",2005,"English","France","R",2.35,"http://www.imdb.com/title/tt0342258/?ref_=fn_tt_tt_1",24520892,45000000,7,-0.46,0,-0.455091288888889,0
"686","Rendition ",122,"Gavin Hood",151,"J.K. Simmons",24000,"Jake Gyllenhaal",15000,"Meryl Streep",11000,131,197,47203,50950,0,"american|bare chested male bondage|cia|detention|interrogation",2,"Color","Drama|Thriller",2007,"English","USA","R",2.35,"http://www.imdb.com/title/tt0804522/?ref_=fn_tt_tt_1",9664316,27500000,6.8,-0.65,0,-0.648570327272727,0
"691","Survival of the Dead ",90,"George A. Romero",0,"Julian Richings",648,"Shawn Roberts",529,"Kathleen Munroe",231,274,159,17478,1951,0,"delaware|feud|island|undead|zombie",0,"Color","Horror",2009,"English","USA","R",2.35,"http://www.imdb.com/title/tt1134854/?ref_=fn_tt_tt_1",101055,4000000,5,-0.97,0,-0.97473625,0
"693","Freddy Got Fingered ",87,"Tom Green",374,"Rip Torn",826,"Harland Williams",503,"Eddie Kaye Thomas",484,97,619,39788,2689,0,"animator|bamboo cane|cartoonist|sausage|slacker",1,"Color","Comedy",2001,"English","USA","R",1.85,"http://www.imdb.com/title/tt0240515/?ref_=fn_tt_tt_1",14249005,15000000,4.5,-0.05,0,-0.0500663333333333,0
"695","Draft Day ",110,"Ivan Reitman",425,"Jennifer Garner",3000,"Chi McBride",466,"Patrick St. Esprit",148,159,113,39357,3757,14000,"cleveland browns|head coach|linebacker|nfl|team owner",1,"Color","Drama|Sport",2014,"English","USA","R",2.35,"http://www.imdb.com/title/tt2223990/?ref_=fn_tt_tt_1",28831145,25000000,6.8,0.15,0,0.1532458,0
"697","Revolutionary Road ",119,"Sam Mendes",0,"Leonardo DiCaprio",29000,"Kate Winslet",14000,"Joe Komara",10000,323,414,152591,53895,0,"based on novel|children|connecticut|suburb|work",0,"Color","Drama|Romance",2008,"English","USA","R",2.35,"http://www.imdb.com/title/tt0959337/?ref_=fn_tt_tt_1",22877808,35000000,7.3,-0.35,0,-0.346348342857143,0
"699","Winnie the Pooh ",63,"Stephen J. Anderson",15,"Craig Ferguson",759,"Robert Lopez",73,"Huell Howser",69,162,55,15600,1002,0,"disney|owl|rabbit|sequel|tiger",0,"Color","Adventure|Animation|Comedy|Family|Musical",2011,"English","USA","G",1.85,"http://www.imdb.com/title/tt1449283/?ref_=fn_tt_tt_1",26687172,30000000,7.3,-0.11,0,-0.1104276,0
"705","Wonderland ",104,"James Cox",10,"Alexis Dziena",715,"Louis Lombardi",436,"Franky G",93,91,153,18792,1315,1000,"murder|police|police investigation|porn star|robbery",0,"Color","Crime|Drama|Mystery|Thriller",2003,"English","USA","R",1.85,"http://www.imdb.com/title/tt0335563/?ref_=fn_tt_tt_1",1056102,5000000,6.6,-0.79,0,-0.7887796,0
"706","Babe: Pig in the City ",97,"George Miller",750,"Adam Goldberg",1000,"Elizabeth Daily",971,"Glenne Headly",231,61,216,24868,2521,964,"animal|farm|farmer|hotel|pig",0,"Color","Adventure|Comedy|Drama|Family|Fantasy",1998,"English","Australia","G",1.85,"http://www.imdb.com/title/tt0120595/?ref_=fn_tt_tt_1",18318000,80000000,5.8,-0.77,0,-0.771025,0
"707","Veronica Guerin ",98,"Joel Schumacher",541,"Brenda Fricker",214,"David Murray",96,"Gerard McSorley",71,106,113,16234,409,0,"criminal|drug lord|gunshot|irish|journalist",1,"Color","Biography|Crime|Drama|Thriller",2003,"English","Ireland","R",2.35,"http://www.imdb.com/title/tt0312549/?ref_=fn_tt_tt_1",1569918,17000000,6.9,-0.91,0,-0.907651882352941,0
"710","K-19: The Widowmaker ",138,"Kathryn Bigelow",0,"Liam Neeson",14000,"Christian Camargo",602,"Lex Shrapnel",123,136,278,49311,15149,0,"courage|radiation sickness|radioactive contamination|sea|test launch",1,"Color","Drama|History|Thriller|War",2002,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt0267626/?ref_=fn_tt_tt_1",35168677,100000000,6.7,-0.65,0,-0.64831323,0
"712","The Aviator ",170,"Martin Scorsese",17000,"Leonardo DiCaprio",29000,"Adam Scott",3000,"Frances Conroy",827,267,799,264318,34582,0,"1920s|aviation|fight|spruce goose|test flight",0," Black and White","Biography|Drama",2004,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0338751/?ref_=fn_tt_tt_1",102608827,110000000,7.5,-0.07,0,-0.0671924818181818,0
"713","Allegiant ",120,"Robert Schwentke",124,"Naomi Watts",6000,"Theo James",5000,"Zoë Kravitz",943,181,144,44296,12452,12000,"based on young adult novel|dystopia|genetic experimentation|strong female character|strong female lead",3,"Color","Action|Adventure|Mystery|Sci-Fi|Thriller",2016,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt3410834/?ref_=fn_tt_tt_1",66002193,110000000,5.8,-0.4,0,-0.399980063636364,0
"719","Nomad: The Warrior ",112,"Sergey Bodrov",44,"Jay Hernandez",1000,"Kuno Becker",580,"Jason Scott Lee",533,30,32,3322,2115,265,"1800s|kazakhstan|nomad",0,"Color","Drama|History|War",2005,"Kazakh","France","R",2.35,"http://www.imdb.com/title/tt0374089/?ref_=fn_tt_tt_1",77231,25000000,6,-1,0,-0.99691076,0
